Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 4590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:45,05h 15m,435.0,9 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 4578,INDRA(A.C. Seater),22:00,02:44,04h 44m,526.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 48020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:09,04h 54m,467.0,16 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 5997,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:42,05h 27m,467.0,16 Seats available,4.1,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 4584,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:19,05h 04m,435.0,7 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 5944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,03:58,05h 33m,467.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 4588,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:49,05h 04m,435.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 5969,INDRA(A.C. Seater),22:50,02:44,03h 54m,565.0,22 Seats available,3.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 5938,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:05,04:42,05h 37m,435.0,23 Seats available,3.5,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 5987,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:00,05h 30m,435.0,15 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
JOSH BUS,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,770.0,12 Seats available,4.6,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Sri Krishna Travels,A/C Sleeper (2+1),23:05,05:30,06h 25m,1000.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Kaveri Travels,A/C Sleeper (2+1),22:55,05:00,06h 05m,1000.0,14 Seats available,3.7,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Raja Buses,NON AC Seater / Sleeper 2+1,23:10,05:30,06h 20m,700.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
Kamakshi Tours And Travels,A/C Seater / Sleeper (2+1),22:25,06:20,07h 55m,700.0,21 Seats available,4.0,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 3406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,20:30,05h 30m,386.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2534,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:15,05h 45m,386.0,34 Seats available,4.7,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,21:45,05h 45m,386.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:00,05h 30m,386.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,22:50,05h 50m,386.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:00,05h 30m,386.0,31 Seats available,1.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:30,06h 00m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,01:22,06h 22m,355.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:15,06h 15m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:00,05h 30m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:00,05h 45m,386.0,30 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,386.0,23 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3472,INDRA(A.C. Seater),22:00,03:00,05h 00m,467.0,24 Seats available,4.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:30,05h 15m,386.0,5 Seats available,3.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:15,05h 45m,386.0,17 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
Morning Star Travels,A/C Sleeper (2+1),23:55,05:00,05h 05m,790.0,14 Seats available,2.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
Navayuga Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,890.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 4021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,01:45,10h 40m,661.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3671,INDRA(A.C. Seater),15:25,01:30,10h 05m,800.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:25,01:55,10h 30m,686.0,22 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 5714,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,01:30,09h 50m,661.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3706,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,02:20,10h 30m,661.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 4019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:25,03:15,10h 50m,661.0,26 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3669,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,03:15,10h 30m,661.0,29 Seats available,2.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3870,VENNELA (A.C. SLEEPER),17:10,00:50,07h 40m,1184.0,13 Seats available,3.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 35087,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,04:00,10h 30m,661.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3677,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,04:15,10h 15m,661.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3872,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:00,02:00,08h 00m,1016.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 4830,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,04:30,10h 15m,661.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3955,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:25,06:20,11h 55m,661.0,7 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 3655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,05:45,10h 45m,661.0,33 Seats available,4.9,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47414,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:45,09h 45m,661.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
TSRTC - 8919,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:00,09h 00m,524.0,24 Seats available,3.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Sai Sri Krishna Travels,A/C Sleeper (2+1),23:00,06:30,07h 30m,990.0,20 Seats available,4.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
Svkdt travels,A/C Sleeper (2+1),23:00,06:45,07h 45m,990.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
AdNani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:50,06:30,08h 40m,555.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,04:20,08h 20m,1000.0,14 Seats available,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 4482,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:55,04h 55m,427.0,8 Seats available,3.5,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,03:10,05h 05m,427.0,17 Seats available,4.2,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4553,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:25,05h 10m,427.0,10 Seats available,4.2,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:35,03:40,05h 05m,427.0,8 Seats available,3.8,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 5816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,03:25,04h 45m,435.0,8 Seats available,3.8,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4532,STAR LINER(NON-AC SLEEPER 2+1),22:50,03:55,05h 05m,553.0,2 Seats available,4.2,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:40,04h 40m,427.0,9 Seats available,3.8,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:05,04:10,05h 05m,427.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4557,INDRA(A.C. Seater),23:15,03:15,04h 00m,516.0,4 Seats available,3.0,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35,04:40,05h 05m,427.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 5834,STAR LINER(NON-AC SLEEPER 2+1),23:50,04:15,04h 25m,563.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
VSN Travels,A/C Sleeper (2+1),22:40,05:30,06h 50m,890.0,10 Seats available,4.1,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Kundana Travels,NON A/C Seater (2+2),22:45,05:55,07h 10m,990.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,499.0,20 Seats available,3.3,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Kundana Travels,Non A/C Seater / Sleeper (2+1),22:45,05:55,07h 10m,399.0,13 Seats available,3.8,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Pragathi Travels,NON A/C Push Back (2+2),23:00,05:00,06h 00m,460.0,17 Seats available,4.0,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
TSRTC - 64863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,18:30,04h 20m,320.0,8 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8974,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,18:30,03h 50m,320.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,15:00,20:00,05h 00m,389.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8969,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,19:30,04h 15m,320.0,28 Seats available,4.2,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8698,RAJDHANI (A.C. Semi Sleeper),15:30,19:30,04h 00m,389.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 34331,LAHARI A/C SLEEPER CUM SEATER,16:20,19:50,03h 30m,389.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,17:10,20:45,03h 35m,389.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8613,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,21:30,04h 10m,320.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8675,RAJDHANI (A.C. Semi Sleeper),17:30,21:30,04h 00m,389.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 64089,RAJDHANI (A.C. Semi Sleeper),18:00,22:00,04h 00m,389.0,35 Seats available,3.1,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 1952,LAHARI A/C SLEEPER CUM SEATER,18:10,21:45,03h 35m,389.0,38 Seats available,3.1,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 4172,RAJADHANI AC (CONVERTED METRO LUXURY),18:30,22:30,04h 00m,389.0,35 Seats available,3.7,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 64022,Rajdhani (AC Semi Sleeper 2+2),19:30,00:15,04h 45m,389.0,35 Seats available,2.8,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8677,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,23:40,04h 10m,320.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 8625,RAJDHANI (A.C. Semi Sleeper),21:00,01:00,04h 00m,389.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,A/C Sleeper (2+1),23:20,05:00,05h 40m,780.0,30 Seats available,3.2,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40,05:00,05h 20m,410.0,20 Seats available,3.4,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,NON A/C Seater (2+2),23:40,06:00,06h 20m,510.0,29 Seats available,4.2,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04:00,04h 20m,560.0,31 Seats available,4.3,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,500.0,19 Seats available,3.8,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TSRTC - 64958,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,18:50,04h 30m,320.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,20:30,05h 30m,389.0,26 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 64188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,19:40,04h 40m,320.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 8648,RAJDHANI (A.C. Semi Sleeper),15:30,19:30,04h 00m,389.0,31 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,21:10,05h 15m,389.0,34 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 64001,Rajdhani (AC Semi Sleeper 2+2),16:00,21:30,05h 30m,389.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 64828,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,21:00,04h 30m,320.0,31 Seats available,2.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 8869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,22:00,04h 20m,320.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 64363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,22:20,04h 30m,320.0,27 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 8682,RAJADHANI AC (CONVERTED METRO LUXURY),18:30,22:30,04h 00m,389.0,36 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 8618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,23:00,04h 20m,320.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 64021,RAJDHANI (A.C. Semi Sleeper),19:30,23:30,04h 00m,389.0,36 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:45,06h 15m,320.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 8601,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,23:45,04h 05m,320.0,31 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,02:20,05h 45m,389.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,670.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),19:15,01:30,06h 15m,665.0,44 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,23:30,04h 00m,800.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,410.0,26 Seats available,4.9,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,03:30,06h 10m,700.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 7067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,18:05,03h 00m,283.0,23 Seats available,3.3,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7304,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,18:15,03h 00m,283.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7339,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:35,03h 05m,283.0,22 Seats available,2.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 9443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:45,03h 15m,283.0,28 Seats available,3.3,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,18:40,03h 00m,283.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 9550,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,18:30,02h 30m,283.0,23 Seats available,4.3,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7448,RAJDHANI (A.C. Semi Sleeper),16:00,19:00,03h 00m,343.0,25 Seats available,2.8,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),16:00,19:15,03h 15m,343.0,19 Seats available,4.1,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,19:20,03h 00m,283.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7881,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:35,19:30,02h 55m,283.0,3 Seats available,2.4,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),17:00,20:05,03h 05m,343.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7395,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,20:20,03h 00m,283.0,30 Seats available,4.1,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,20:25,02h 55m,343.0,26 Seats available,3.8,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,20:50,03h 00m,283.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,20:20,02h 25m,283.0,31 Seats available,3.2,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,A/C Sleeper (2+1),18:00,21:10,03h 10m,600.0,18 Seats available,3.2,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,500.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),18:00,21:55,03h 55m,600.0,31 Seats available,2.6,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
IRA Travels,A/C Sleeper (2+1),18:30,21:45,03h 15m,1089.0,9 Seats available,3.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
